input_text,target_text
olrutan,larutan
jmlam,malam
ietak,letak
udbangun,dibangun
ksong,kosong
fek,efek
kiesultanan,kesultanan
aqmerika,amerika
erpaksa,terpaksa
enpinggalan,peninggalan
sderhana,sederhana
uidoperasikan,dioperasikan
yabi,babi
oaa,lama
werpublik,republik
reombongan,rombongan
wimanfaatkan,dimanfaatkan
erbkat,berkat
ygnda,ganda
adiah,hadiah
iiliar,miliar
qwsosial,sosial
uianada,kanada
ioertanian,pertanian
ncaman,ancaman
wingapura,singapura
gbola,bola
lhir,lahir
rakta,fakta
enyebut,menyebut
jeminta,meminta
umrpun,rumpun
diangan,hidangan
ustus,situs
wsayuran,sayuran
ugugr,gugur
baitat,habitat
eksultanan,kesultanan
uir,air
qhdiah,hadiah
eitual,ritual
tnda,tanda
imnarki,monarki
wada,ada
jmngubah,mengubah
ikkek,kakek
olg,long
ujmenerbitkan,menerbitkan
deibaca,dibaca
fkta,fakta
edaar,datar
ngara,negara
afnda,tanda
ikomersial,komersial
atusan,ratusan
yusnan,sunan
iopengarang,pengarang
olntas,lintas
jgung,jagung
erteknik,teknik
eii,diri
tretap,tetap
jarga,marga
ursakarta,surakarta
iua,kuda
qakntor,kantor
jmemerintah,memerintah
iwan,kawan
bgasis,basis
uidbutuhkan,dibutuhkan
rhenti,berhenti
wecpat,cepat
wedrum,drum
qabak,babak
ualr,ular
onyanyi,penyanyi
tguun,gurun
ertegal,tegal
ihngga,hingga
ioptensi,potensi
kmaan,makan
uardinal,kardinal
iepas,lepas
spedisi,ekspedisi
nigkat,tingkat
mjelarikan,melarikan
agnda,ganda
epdagang,pedagang
tlk,teluk
iputera,putera
yti,hati
emnutup,menutup
yarinya,harinya
qsaluran,saluran
jengadakan,mengadakan
webrwarna,berwarna
amili,famili
qcara,acara
wedianggap,dianggap
iperencanaan,perencanaan
aknada,kanada
usalm,islam
eoluhur,leluhur
ybnuh,bunuh
ioknferensi,konferensi
gberpendapat,berpendapat
egrpindah,berpindah
etelekomunikasi,telekomunikasi
ejmbunuh,membunuh
deinyanyikan,dinyanyikan
gasan,gagasan
wekras,keras
sngai,sungai
ersius,serius
tyhadir,hadir
jmngisi,mengisi
qtngan,tangan
rtudio,studio
operhitungan,perhitungan
trup,grup
umembuka,membuka
yhot,hot
utanya,tuanya
qehari,sehari
poengembangan,pengembangan
opendapatan,pendapatan
ukalangan,kalangan
is,pos
puh,paruh
untutan,tuntutan
ikuno,kuno
uikawasan,kawasan
tsatistik,statistik
wqakademi,akademi
wmanfaatkan,memanfaatkan
wbrpindah,berpindah
wesksual,seksual
gbrbicara,berbicara
wpa,apa
rtidak,tidak
gtelap,gelap
ogram,program
egrtujuan,bertujuan
tgbagian,bagian
ilhang,hilang
eckelakaan,kecelakaan
webun,kebun
aitu,yaitu
owal,soal
wemrdeka,merdeka
emmahami,memahami
omak,lemak
uiosong,kosong
hnaime,anime
qgjah,gajah
ujengatur,mengatur
qamrga,marga
spaya,supaya
nqtara,antara
isok,sosok
uarkas,markas
tooritas,otoritas
ejnetap,menetap
erasi,operasi
jaju,maju
neghargaan,penghargaan
tgbesar,besar
yebula,nebula
uiegagalan,kegagalan
deiterapkan,diterapkan
tbiologi,biologi
ierdana,perdana
uidbentuk,dibentuk
qumatra,sumatra
eijuaraan,kejuaraan
mebakan,tembakan
rjemahan,terjemahan
erfiksi,fiksi
nhektar,nektar
wemnceritakan,menceritakan
erbagam,beragam
tgahwa,bahwa
jnangani,menangani
ongkalan,pangkalan
ioilihan,pilihan
ermek,merek
lit,kulit
wselaku,selaku
yuia,usia
eprmaisuri,permaisuri
hir,akhir
obmil,mobil
qwkala,skala
trampak,tampak
rrsebar,tersebar
wlambangkan,melambangkan
rtahun,bertahun
qwebut,sebut
qtahari,matahari
abnyak,banyak
eosantren,pesantren
qrurat,darurat
yujni,juni
uiorps,korps
iahlian,keahlian
ertgabung,tergabung
egrkembang,berkembang
grakan,gerakan
qjdwal,jadwal
ujn,jin
egrjudul,berjudul
skah,naskah
grsa,bursa
ukeras,keras
ersak,rusak
swignifikan,signifikan
loembab,lembab
juuan,tujuan
openeliti,peneliti
oahir,lahir
bgencana,bencana
nemuan,penemuan
ibaca,dibaca
puaya,upaya
bgerupa,berupa
yjian,ujian
jmengurangi,mengurangi
qastra,sastra
mjenghubungkan,menghubungkan
gblangan,bilangan
elpuncuran,peluncuran
eerbaru,terbaru
yssu,susu
kasara,aksara
ipilot,pilot
qderah,daerah
jaah,wajah
rgasil,brasil
tgayi,bayi
wqantaranya,antaranya
giatan,kegiatan
jmncoba,mencoba
jama,nama
isn,sini
ioferensi,konferensi
wrjarak,berjarak
wngganggu,mengganggu
ksuksesan,kesuksesan
uode,mode
iam,diam
tgberpindah,berpindah
wbrlokasi,berlokasi
tgbendera,bendera
qahun,tahun
alitas,kualitas
eaya,daya
jla,mula
lalt,lalat
ubnuh,bunuh
qrakter,karakter
deagan,adegan
ukuba,kuba
wepnggunaan,penggunaan
ktab,kitab
psangan,pasangan
wmaksa,memaksa
erterbit,terbit
iktiga,ketiga
ssuai,sesuai
oparah,parah
eqna,dana
wergantung,bergantung
hnaak,anak
qegmen,segmen
mq,am
rar,era
weinyatakan,dinyatakan
bngsa,bangsa
qakryawan,karyawan
eeuler,reguler
eldapan,delapan
reupakan,merupakan
eirabat,kerabat
wegnerasi,generasi
qdahal,padahal
wdipublikasikan,dipublikasikan
qrga,warga
ekelola,dikelola
ikuda,kuda
onstitusi,konstitusi
qarinir,marinir
erbpendapat,berpendapat
pmerintah,pemerintah
wqakil,wakil
jngan,jangan
olngit,langit
weat,serat
wpadatan,kepadatan
rdyak,dayak
ahrisan,barisan
yta,tua
jmmperkenalkan,memperkenalkan
hrisan,barisan
ymla,mula
urgas,tugas
welngkap,lengkap
qneh,aneh
im,jam
otri,putri
ipandang,pandang
isnis,bisnis
wungai,sungai
wmnginginkan,menginginkan
uihjau,hijau
uilakukan,dilakukan
edkat,dekat
eusan,urusan
opersonel,personel
dbentuk,dibentuk
omngol,mongol
tqmosfer,atmosfer
awnto,santo
yudlu,dulu
oerusahaan,perusahaan
uihlir,hilir
wseangkan,sedangkan
edepat,cepat
anka,makna
rasil,brasil
uanusia,manusia
rimordial,primordial
ujnjang,jenjang
yumncul,muncul
hcli,chili
ukamu,kamu
anwg,wang
ilitisi,politisi
gbro,biro
oprkiraan,perkiraan
wlamin,kelamin
oercaya,percaya
educu,cucu
ikjian,kajian
rkoh,tokoh
gbrang,barang
uuk,buruk
anyol,spanyol
imputer,komputer
yjika,jika
siampaikan,disampaikan
oerang,perang
gahasa,bahasa
kiebebasan,kebebasan
ntduk,tanduk
oori,polri
oenyiaran,penyiaran
rterpisah,terpisah
pat,peta
adpahal,padahal
ujmungkin,mungkin
beerhasilan,keberhasilan
ioemilu,pemilu
tr,r
iperhatian,perhatian
neuju,menuju
umolekul,molekul
uikitab,kitab
wlaporkan,melaporkan
etprus,petrus
rerangga,serangga
yfngsi,fungsi
qwahabat,sahabat
jmski,meski
ertmasuk,termasuk
enyawa,senyawa
erestival,festival
tyuniversitas,universitas
weditemui,ditemui
gbrtahap,bertahap
ilatihan,latihan
wuaminya,suaminya
gbtavia,batavia
plrus,lurus
weipilih,dipilih
oinstitusi,konstitusi
reumput,rumput
ejnciptakan,menciptakan
ukastil,kastil
werkotaan,perkotaan
ujl,juli
eibaca,dibaca
rtarik,tarik
tyhati,hati
qtrian,tarian
emngangkat,mengangkat
okcelat,cokelat
uitonghoa,tionghoa
elurahan,kelurahan
enmgatur,mengatur
ebrfungsi,berfungsi
iokngres,kongres
unlai,nilai
ierilaku,perilaku
edipasang,dipasang
oda,kuda
ekrap,kerap
amlpu,lampu
ademik,akademik
ilmik,milik
riksten,kristen
ont,ton
blajar,belajar
jbatannya,jabatannya
uigelar,digelar
qrti,arti
dcukup,cukup
unyak,minyak
ayl,hal
rsil,brasil
oelukis,pelukis
wipandang,dipandang
deewasa,dewasa
uibadah,ibadah
aqrga,warga
operlawanan,perlawanan
lnai,nilai
tyhistoris,historis
nlayan,nelayan
tberbeda,berbeda
vfokal,vokal
porotestan,protestan
eang,sedang
haasiswa,mahasiswa
edciri,ciri
yqahnya,ayahnya
yulukan,julukan
udmakamkan,dimakamkan
uklometer,kilometer
opsien,pasien
qwseni,seni
wtnggelam,tenggelam
nyarankan,menyarankan
ngembangkan,mengembangkan
yjurnal,jurnal
qark,mark
qwawancara,wawancara
ollaki,lelaki
wicapai,dicapai
ardiasi,radiasi
qrea,area
wqyahnya,ayahnya
yaat,ayat
egonia,begonia
aak,anak
wmenjak,semenjak
qwseniman,seniman
osal,pasal
iihat,dilihat
poita,pita
qwaal,awal
jmmbunuh,membunuh
ngaka,angka
rebagi,berbagi
pqbu,prabu
ongambilan,pengambilan
ioortugal,portugal
gaap,balap
arktu,kartu
epabu,prabu
gek,bek
rempur,tempur
qpesifik,spesifik
wrjun,terjun
ingkungan,lingkungan
jang,ajang
udrektur,direktur
emningkat,meningkat
wwedia,swedia
wradio,radio
gberangkat,berangkat
eolusi,evolusi
elpindung,pelindung
deiam,diam
qea,area
ikurangan,kekurangan
ask,masuk
iopotongan,potongan
zayang,wayang
erimur,timur
bgenteng,benteng
ybrani,ibrani
iparoki,paroki
qn,dan
wlan,lawan
enmerapkan,menerapkan
ujmenunjukkan,menunjukkan
qsusunan,susunan
tna,guna
gbrmarkas,bermarkas
yskh,syekh
inggi,tinggi
emenangan,kemenangan
oerdana,perdana
eorlawanan,perlawanan
ikras,keras
yd,id
opngurus,pengurus
eorsiapan,persiapan
umenimbulkan,menimbulkan
wesempatan,kesempatan
eombalap,pembalap
usampaikan,disampaikan
udtetapkan,ditetapkan
inetron,sinetron
ehingga,sehingga
eduan,daun
tassiun,stasiun
orogram,program
indisi,kondisi
olasan,alasan
otugas,petugas
qablik,balik
yhkalifah,khalifah
yhngga,hingga
jasyarakat,masyarakat
erbpindah,berpindah
teak,letak
wsling,saling
hntan,jantan
oprtarungan,pertarungan
rsekutuan,persekutuan
ioganik,organik
erosen,dosen
wenerbit,penerbit
arh,arah
qwswedia,swedia
qajkarta,jakarta
ilfipina,filipina
eerpaksa,terpaksa
yuzin,izin
eibunuh,dibunuh
tgaam,garam
mjereka,mereka
jmengusulkan,mengusulkan
gbi,bagi
bgerpori,berpori
ietika,ketika
ujmuatan,muatan
weriode,periode
ektujuh,ketujuh
eikuasaannya,kekuasaannya
ipendudukan,pendudukan
wmnderita,menderita
qsyuran,sayuran
werlihat,terlihat
ytntutan,tuntutan
akrakter,karakter
tgidang,bidang
ermbok,tembok
asmping,samping
qengaja,sengaja
weprtarungan,pertarungan
wamerika,amerika
eprmukaan,permukaan
turinya,putrinya
jmenghadiri,menghadiri
negajar,mengajar
iia,kira
riktikus,kritikus
iotn,ton
optranya,putranya
rrkait,terkait
iukatan,ikatan
ietiganya,ketiganya
iopeluncuran,peluncuran
wrejawi,gerejawi
erati,arti
aqgar,agar
nhdi,hindi
jga,juga
wngolahan,pengolahan
umndur,mundur
os,isi
ajnusia,manusia
uemaat,jemaat
ekreka,mereka
oerempuan,perempuan
uialangan,kalangan
enjderal,jenderal
unking,kuning
athudi,yahudi
ejngenai,mengenai
giji,biji
tbiji,biji
witujukan,ditujukan
eonjelasan,penjelasan
ng,naga
erurnamen,turnamen
egkasi,bekasi
ponvensi,konvensi
emngenal,mengenal
gbg,big
miam,imam
unttutan,tuntutan
yutub,kutub
rof,prof
ikudeta,kudeta
rsegi,persegi
goor,bogor
yasi,nasi
iapangan,lapangan
oklim,iklim
wntar,antar
loaba,laba
andidat,kandidat
unan,sunan
ioesan,pesan
qslib,salib
ooin,poin
udsajikan,disajikan
salm,islam
yumbuh,tumbuh
olayah,wilayah
yunfeksi,infeksi
ergbang,gerbang
wuatu,suatu
iopendekatan,pendekatan
fcndi,candi
uiomando,komando
eiri,diri
iosa,dosa
eadilan,keadilan
welmak,lemak
qabnjar,banjar
hnarah,marah
ujemenangkan,memenangkan
erjman,jerman
rthu,tahu
ueputusan,keputusan
yunik,unik
qasosiasi,asosiasi
pmuda,pemuda
ulma,lima
iurah,murah
tront,front
wslain,selain
bgerlangsung,berlangsung
kmsih,masih
ikap,sikap
dcpat,cepat
ikongres,kongres
webrguna,berguna
yhaan,hasan
yahnya,ayahnya
wltnan,letnan
ikusus,khusus
wrtujuan,bertujuan
wningkatkan,meningkatkan
poemberian,pemberian
nw,be
uam,diam
edcampuran,campuran
trransportasi,transportasi
wstatistik,statistik
beesar,sebesar
qbgaimanapun,bagaimanapun
iepanggil,dipanggil
aam,adam
jmnetapkan,menetapkan
yuingin,ingin
tyhindu,hindu
jmandiri,mandiri
finisi,definisi
jemanfaatkan,memanfaatkan
ejmpelajari,mempelajari
umineral,mineral
weana,sana
yerbivora,herbivora
opnari,penari
yjenis,jenis
niut,unit
wmningkatkan,meningkatkan
kisis,krisis
ierahu,perahu
wantar,antar
wqadam,adam
meiliki,memiliki
iperhitungan,perhitungan
ikomune,komune
ololos,lolos
uatedral,katedral
wemanggil,memanggil
gerfungsi,berfungsi
pessifik,spesifik
wejnis,jenis
wpmerintahan,pemerintahan
erteori,teori
qwsegala,segala
aet,aset
ikhalifah,khalifah
akma,maka
wmnceritakan,menceritakan
erofesor,profesor
ievisi,divisi
qngat,sangat
uhtan,tuhan
nearik,menarik
otkak,kotak
aiansi,aliansi
edianggap,dianggap
etrjun,terjun
oebar,lebar
edkiri,kediri
ilam,lima
wrndah,rendah
poecah,pecah
etrkait,terkait
gbajar,banjar
erersendiri,tersendiri
feormasi,reformasi
iundustri,industri
wenyebab,penyebab
enmgisi,mengisi
ioermukaan,permukaan
qama,agama
iilot,pilot
wbrjuang,berjuang
isekutif,eksekutif
mjacam,macam
wbrpendapat,berpendapat
tnggung,tanggung
oenggemar,penggemar
wntara,tentara
aontai,pantai
empbinaan,pembinaan
ujelaporkan,melaporkan
qapk,pak
eujuh,tujuh
relihat,terlihat
upnggung,punggung
rtatistik,statistik
qabad,abad
olaamat,alamat
wnempuh,menempuh
jmang,memang
mjarkas,markas
uengancam,mengancam
ehina,china
yidia,hindia
umempromosikan,mempromosikan
jmlepaskan,melepaskan
tgberkat,berkat
ikrena,karena
yhnenek,nenek
utran,aturan
ikr,kru
ikumbang,kumbang
wdprd,dprd
ublikasi,publikasi
agtuan,batuan
onktroversi,kontroversi
esisten,asisten
tnjung,tanjung
uckup,cukup
iwnar,sinar
ertetapi,tetapi
wenjaga,menjaga
elmawan,melawan
erormasi,formasi
fin,bin
iola,pola
ajmbi,jambi
iublikasi,publikasi
iostruksi,konstruksi
iotl,tol
walnya,awalnya
ukebangsaan,kebangsaan
okmpleks,kompleks
mrdeka,merdeka
gtunung,gunung
liaansi,aliansi
watom,atom
iermukiman,permukiman
wbrpartisipasi,berpartisipasi
iekerjaan,pekerjaan
atdar,datar
poerbedaan,perbedaan
udambil,diambil
gtar,gitar
rntang,tentang
qusunan,susunan
elgislatif,legislatif
emmbebaskan,membebaskan
ukopi,kopi
wsatu,satu
kyraina,ukraina
ran,tan
qmksud,maksud
laternatif,alternatif
uekanisme,mekanisme
eomimpin,pemimpin
iopakaian,pakaian
jm,km
wedimakamkan,dimakamkan
ubru,biru
elmayu,melayu
eorbuatan,perbuatan
afkut,takut
eamai,damai
kln,klan
brik,pabrik
yuasan,hasan
eortengahan,pertengahan
rket,roket
urmid,murid
wenyebabkan,menyebabkan
deeral,federal
wsorang,seorang
rajat,derajat
qsebesar,sebesar
cdina,cina
wnghormati,menghormati
qasir,pasir
jringan,jaringan
jngacu,mengacu
yusan,urusan
mtropolitan,metropolitan
eopik,topik
etlevisi,televisi
rtohanes,yohanes
leatih,pelatih
wditentukan,ditentukan
prps,korps
earipada,daripada
eriau,riau
ytga,tiga
itor,motor
tgerjarak,berjarak
rruktur,struktur
oalembang,palembang
uingkatan,tingkatan
bgab,bab
iepemimpinan,kepemimpinan
uikeamanan,keamanan
wkmampuan,kemampuan
oprhitungan,perhitungan
ehkilangan,kehilangan
rbentuk,terbentuk
edcerita,cerita
rusaha,berusaha
hntara,antara
ipita,pita
wjb,wajib
ujmaat,jemaat
nam,enam
qwedisi,edisi
ntii,inti
qrakteristik,karakteristik
iehormatan,kehormatan
ukrun,kurun
idlakukan,dilakukan
pkntroversi,kontroversi
ebebaskan,dibebaskan
isinyur,insinyur
ingkaran,lingkaran
trersendiri,tersendiri
abjar,banjar
qmksimum,maksimum
wqlih,alih
jmmpengaruhi,mempengaruhi
ibt,obat
pkrupsi,korupsi
wepmbalap,pembalap
ujmedan,medan
eempur,tempur
wiubah,diubah
ilahraga,olahraga
ikra,kira
lqiansi,aliansi
rafse,fase
hbwang,bawang
unat,minat
idhentikan,dihentikan
playanan,pelayanan
qakarta,jakarta
edayak,dayak
wesungguhnya,sesungguhnya
enpdekatan,pendekatan
kielas,kelas
rterpaksa,terpaksa
eengan,dengan
deokter,dokter
repartisipasi,berpartisipasi
tgbiru,biru
ujewakili,mewakili
yagari,nagari
kususnya,khususnya
umelawan,melawan
qrva,larva
gbrdua,berdua
imensi,dimensi
ilegenda,legenda
wreferensi,referensi
ukerangka,kerangka
wemmberi,memberi
awawncara,wawancara
oprekonomian,perekonomian
rikstal,kristal
iopekan,pekan
utilah,istilah
wslah,salah
iopendek,pendek
epmbunuhan,pembunuhan
oakukan,lakukan
leaporkan,melaporkan
edibebaskan,dibebaskan
wadegan,adegan
ogor,bogor
werdekatan,berdekatan
iodminan,dominan
ualitas,kualitas
qmkam,makam
wepmbunuhan,pembunuhan
awkit,sakit
rptikel,partikel
erpasasti,prasasti
qtnda,tanda
erlihat,terlihat
orguruan,perguruan
rbruari,februari
usting,insting
eroket,roket
eaa,rasa
oeluncuran,peluncuran
eunjang,jenjang
nejaga,menjaga
qktolik,katolik
wqapa,apa
yuinternet,internet
irontalo,gorontalo
asional,nasional
jrusan,jurusan
eorkebunan,perkebunan
wmnampung,menampung
ukuat,kuat
eprublik,republik
rhaan,tahan
qhat,jahat
jmenurun,menurun
mnyanyi,menyanyi
hmpir,hampir
wnjawab,menjawab
qboratorium,laboratorium
juarak,jarak
rekawinan,perkawinan
wsrbia,serbia
jmngalir,mengalir
uendarat,mendarat
rasaan,perasaan
yambi,jambi
ribumi,pribumi
tbus,bus
lmat,alamat
eterapkan,diterapkan
etujuh,ketujuh
poenyair,penyair
hat,sehat
abket,basket
wenulisan,penulisan
yusrya,surya
gersamaan,bersamaan
wroma,roma
oang,tiang
rtyusuf,yusuf
ktua,ketua
ertertinggi,tertinggi
adban,badan
wetrtua,tertua
eepat,keempat
ebiasaan,kebiasaan
yadai,badai
qweri,seri
qsumber,sumber
wrlu,perlu
iopantai,pantai
brperan,berperan
yujmat,jumat
gblat,bulat
bgiologi,biologi
ujn,juni
wleksi,seleksi
oimuwan,ilmuwan
qdta,data
jng,jung
arsjana,sarjana
sbais,basis
wedilaksanakan,dilaksanakan
aengka,rangka
wyang,wayang
ysilnya,hasilnya
rtmbakan,tembakan
umasalah,masalah
ublat,bulat
tarapan,harapan
yutu,itu
piaksa,dipaksa
wmnjelang,menjelang
akmsimum,maksimum
aikn,ikan
ekbangsaan,kebangsaan
wl,al
armpaknya,tampaknya
renerasi,generasi
usmisi,musisi
knflik,konflik
ytnggal,tanggal
tangunan,bangunan
suisi,musisi
urdo,ordo
ultis,tulis
remua,semua
bdak,budak
omahaman,pemahaman
wdihentikan,dihentikan
sakan,masakan
uikekerasan,kekerasan
welapa,kelapa
rormula,formula
jlam,malam
erantai,rantai
ertinggal,tinggal
nqgka,angka
qnalisis,analisis
iplitisi,politisi
thanya,hanya
rpof,prof
wendak,hendak
mopetisi,kompetisi
wdiri,kediri
airk,irak
rerbuka,terbuka
iodern,modern
eezim,rezim
abjatannya,jabatannya
ikewajiban,kewajiban
etercatat,tercatat
ipengamatan,pengamatan
qajdi,jadi
uiu,itu
tkaa,kata
ykni,yakni
qakrya,karya
waneh,aneh
ahwa,bahwa
uiapten,kapten
neang,senang
neghabiskan,menghabiskan
tbesarnya,besarnya
ciatat,dicatat
yta,tata
bgatang,batang
wtrdapat,terdapat
koanan,kanan
idtunjuk,ditunjuk
uikemungkinan,kemungkinan
iapan,papan
uiark,irak
ruusan,utusan
reri,seri
itif,motif
qama,sama
atda,tanda
erpingkat,peringkat
wlau,walau
tmpong,gampong
juurnalis,jurnalis
rmintaan,permintaan
eias,dinas
ealon,calon
ukenaikan,kenaikan
wputusan,keputusan
netuk,bentuk
oemekaran,pemekaran
msalah,masalah
werada,berada
jmainkan,memainkan
mjahasiswa,mahasiswa
oq,ia
iplat,plat
keanan,tekanan
ioperilaku,perilaku
ejmengaruhi,memengaruhi
wenduduk,penduduk
iokiran,pikiran
wedihukum,dihukum
opalsu,palsu
iumbang,kumbang
umalaikat,malaikat
jnghadiri,menghadiri
ioemak,lemak
tbandara,bandara
operikanan,perikanan
opada,pada
eeion,region
olik,milik
dqalah,adalah
atng,tang
tgaris,garis
esmangat,semangat
enia,dunia
yeskh,syekh
intggal,tinggal
alt,laut
wembentang,membentang
enuju,menuju
wngarah,mengarah
wedudukan,kedudukan
ecatat,dicatat
weidaknya,setidaknya
uhsa,nusa
wcpat,cepat
iatang,binatang
etjala,gejala
qarah,arah
ukliah,kuliah
denang,menang
oliar,liar
ihndi,hindi
gbelanda,belanda
iers,pers
oeemen,elemen
amteri,materi
ipasukannya,pasukannya
jmbuat,membuat
ikalimantan,kalimantan
tauan,batuan
eradisi,tradisi
qstruktur,struktur
edukup,cukup
eeta,kereta
santren,pesantren
ikandidat,kandidat
opala,piala
qwebanyak,sebanyak
qu,aku
oaklisi,koalisi
rekena,terkena
weigital,digital
olabang,lambang
olamanya,lamanya
esrat,serat
ertugas,tugas
puang,pulang
etempatkan,ditempatkan
romat,format
nteri,menteri
qan,akan
rrjun,terjun
tgbungan,gabungan
hyantu,hantu
enggunaan,penggunaan
nda,benda
ercatat,tercatat
qwseorang,seorang
wrkas,berkas
eraktik,praktik
udanggap,dianggap
rtelah,setelah
knfederasi,konfederasi
naggur,anggur
mnjual,menjual
tranda,tanda
qanar,antar
elanggaran,pelanggaran
ejnandatangani,menandatangani
rfarika,afrika
estra,sastra
iolalat,lalat
wnjalani,menjalani
ioputra,putra
wrasul,rasul
egrkat,berkat
poutrinya,putrinya
uilrik,lirik
ysmur,sumur
awmbil,sambil
tyidrogen,hidrogen
iuri,juri
oenerus,penerus
hkar,bakar
qamlaikat,malaikat
uiutub,kutub
jmngapa,mengapa
kionsentrasi,konsentrasi
iperbatasan,perbatasan
oerlawanan,perlawanan
wmmerankan,memerankan
eraih,meraih
frilipina,filipina
rtaa,rata
wprsonel,personel
ynry,henry
thakim,hakim
eimer,primer
qwstaf,staf
tgbukunya,bukunya
wmrebut,merebut
wqntara,antara
normasi,informasi
ahyudi,yahudi
onganut,penganut
erubahan,perubahan
uumlahnya,jumlahnya
epnduduk,penduduk
tgambar,gambar
enmghormati,menghormati
qaya,kaya
ualam,malam
egkas,bekas
qrkas,markas
in,jin
laamat,alamat
plju,laju
jenyerah,menyerah
qsebagian,sebagian
jenyebutkan,menyebutkan
tatuan,batuan
wertindak,bertindak
yujamur,jamur
anntan,mantan
erni,tni
iopedagang,pedagang
uirisis,krisis
mjemperkenalkan,memperkenalkan
deigantikan,digantikan
umengalahkan,mengalahkan
arrik,tarik
ekuasaan,kekuasaan
yhcili,chili
qamti,mati
wmmenuhi,memenuhi
loimpiade,olimpiade
iopolisi,polisi
wellaki,lelaki
eais,rasi
uionfederasi,konfederasi
mjaka,maka
aas,panas
isnetron,sinetron
olayar,layar
qakrier,karier
eyak,dayak
idhup,hidup
loamela,lamela
hneergi,energi
ubaca,dibaca
ethailand,thailand
brtujuan,bertujuan
tgaku,baku
weroma,roma
erpi,tepi
erfaksi,fraksi
abtas,batas
uitab,kitab
opoongan,potongan
fndi,candi
wijing,beijing
yk,hak
jenegaskan,menegaskan
uipisahkan,dipisahkan
qsd,sd
wawsta,swasta
enurunkan,menurunkan
iubungan,hubungan
hacaman,ancaman
qwebelah,sebelah
isdtrik,distrik
ejmbayar,membayar
trruk,truk
eang,senang
wrkedudukan,berkedudukan
wdngan,dengan
oia,ia
wprwakilan,perwakilan
kmnggu,minggu
ikesempatan,kesempatan
keolah,sekolah
jlepaskan,melepaskan
qabgus,bagus
poertunjukan,pertunjukan
uaklifikasi,kualifikasi
qwsebenarnya,sebenarnya
ujrid,murid
wengakhiri,mengakhiri
wdibentuk,dibentuk
eimerdekaan,kemerdekaan
apkal,kapal
ermpat,tempat
nggung,punggung
meokrasi,demokrasi
sngkatan,singkatan
qden,raden
qbntuan,bantuan
dkuh,dukuh
qdministrasi,administrasi
rempuan,perempuan
rig,tiga
nagkaian,rangkaian
gdak,budak
kmposisi,komposisi
kasifikasi,klasifikasi
yutbuhnya,tubuhnya
bologi,biologi
bgangsawan,bangsawan
wseang,serang
sng,sang
ertahan,tahan
jmnentukan,menentukan
qaman,zaman
wetiap,setiap
weduta,duta
tgerkas,berkas
rga,surga
etrkemuka,terkemuka
zing,asing
jmtor,motor
goskop,bioskop
yhaskah,naskah
opembangkit,pembangkit
katif,aktif
werjumlah,berjumlah
boil,mobil
uypacara,upacara
ubasanya,biasanya
klak,kelak
deiturunkan,diturunkan
opernah,pernah
osensi,lisensi
umenghasilkan,menghasilkan
oplaku,pelaku
rferensi,referensi
astil,kastil
qsebanyak,sebanyak
gberfokus,berfokus
dkenal,dikenal
yatan,muatan
wngambilan,pengambilan
iinerja,kinerja
weitayangkan,ditayangkan
oima,lima
jau,mau
iaga,laga
ujengisahkan,mengisahkan
eukskupan,keuskupan
weharusnya,seharusnya
ueluk,teluk
takin,yakin
qaplikasi,aplikasi
emnyerahkan,menyerahkan
hneptunus,neptunus
ikorban,korban
luis,tulis
uikaca,kaca
oserta,peserta
rsgi,segi
arkdinal,kardinal
qamur,jamur
mnghadap,menghadap
ula,mulai
umalam,malam
emnentukan,menentukan
mnghancurkan,menghancurkan
wqnggotanya,anggotanya
aegan,adegan
umakam,makam
ejngisahkan,mengisahkan
meainkan,memainkan
jempelajari,mempelajari
smpat,sempat
ydir,hadir
mngacu,mengacu
wtrinspirasi,terinspirasi
webrtelur,bertelur
winamakan,dinamakan
